src_ip,dst_ip,src_mac,dst_mac,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,44416,80,6,2025-10-20 00:42:32,7679.224014282227,17369854.00502965,2995.0942904157223,1041.7719271011208,1953.3223633146015,8,15,621,132766,151.0,66.0,77.625,27.856496100550764,20338.0,66.0,8851.066666666668,6130.4328446058535,20338,66,5799.434782608696,6478.523133004707,41971261.98487713,0,300,20,1,349.05563701282847,2743.0057525634766,0.95367431640625,700.357685145934,7667.064666748047,2743.0057525634766,52.928924560546875,1095.2949523925781,953.4792019294854,7645.130157470703,2784.9674224853516,0.95367431640625,546.0807255336216,830.1591754274812,0,0,0,0,1,0,0,0,0,0,0,1.875,5799.434782608696,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131768.0,13.0,0.0,27780991.72976777,77.625,8851.066666666668,0,8,15,621,132766
10.0.0.1,10.0.0.2,00:00:00:00:00:01,ba:b6:87:c7:52:16,46444,80,6,2025-10-20 00:42:32,5337.953567504883,195767.90745455358,1873.3771048282638,1124.0262628969583,749.3508419313056,6,4,476,569,138.0,66.0,79.33333333333333,26.398653164297777,363.0,66.0,142.25,127.49191150814235,363,66,104.5,88.71217503815359,7869.85,0,80,20,1,593.1059519449869,3328.084945678711,19.073486328125,1064.1915768048307,5337.953567504883,3328.084945678711,55.07469177246094,1067.5907135009766,1286.2509009507664,5276.918411254883,3376.9607543945312,174.99923706054688,1758.9728037516277,1307.416567984016,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,104.5,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.33333333333333,142.25,0,6,4,476,569
10.0.0.2,10.0.0.3,ba:b6:87:c7:52:16,00:00:00:00:00:03,0,0,1,2025-10-20 00:41:57,45460506.91604614,376.1506670301609,1.1878442116741923,0.8578874862091389,0.32995672546505345,39,15,15630,1470,590.0,98.0,400.7692307692308,239.36009366197578,98.0,98.0,98.0,0.0,590,98,316.6666666666667,244.47676553997695,59768.88888888887,0,120,8,39,857745.4135103045,7617566.108703613,15.020370483398438,1513703.1641861715,45460506.91604614,7617566.108703613,7133.960723876953,1196329.1293696354,1670552.8909990566,41026406.04972839,7888186.931610107,999007.9402923584,2930457.5749805993,1830790.9528818359,0,0,0,0,0,0,0,0,0,0,0,0.38461538461538464,316.6666666666667,0,0,7617542.98210144,17730.236053466797,1886283.9623501427,1947034.2746728314,7617544.174194336,10872.125625610352,1539312.9678872915,1847738.5738227565,3214.6666666666665,6.666666666666667,0.0,0.0,2522.6875969554026,0.0,400.7692307692308,98.0,0,39,15,15630,1470
10.0.0.2,10.0.0.3,ba:b6:87:c7:52:16,00:00:00:00:00:03,0,0,1,2025-10-20 00:41:57,45578980.922698975,388.1174971858603,1.2066965712392492,0.8775975063558176,0.3290990648834316,40,15,16220,1470,590.0,98.0,405.5,238.18847579175613,98.0,98.0,98.0,0.0,590,98,321.6363636363636,244.98136208412885,60015.867768595046,0,120,8,40,844055.2022722033,7617566.108703613,15.020370483398438,1502930.2040325408,45578980.922698975,7617566.108703613,7133.960723876953,1168691.818530743,1657773.9723315926,41026406.04972839,7888186.931610107,999007.9402923584,2930457.5749805993,1830790.9528818359,0,0,0,0,0,0,0,0,0,0,0,0.375,321.6363636363636,0,0,7617542.98210144,17730.236053466797,1886283.9623501427,1947034.2746728314,7617544.174194336,10872.125625610352,1539312.9678872915,1847738.5738227565,3214.6666666666665,6.666666666666667,0.0,0.0,2522.6875969554026,0.0,405.5,98.0,0,40,15,16220,1470
10.0.0.2,10.0.0.3,ba:b6:87:c7:52:16,00:00:00:00:00:03,0,0,1,2025-10-20 00:41:57,45694674.96871948,400.04661402042285,1.2255257322288664,0.8972599110961343,0.3282658211327321,41,15,16810,1470,590.0,98.0,410.0,236.981011897578,98.0,98.0,98.0,0.0,590,98,326.42857142857144,245.37164648336855,60207.244897959186,0,120,8,41,830812.272158536,7617566.108703613,15.020370483398438,1492380.7766633364,45694674.96871948,7617566.108703613,7133.960723876953,1142366.874217987,1645155.3983701004,41026406.04972839,7888186.931610107,999007.9402923584,2930457.5749805993,1830790.9528818359,0,0,0,0,0,0,0,0,0,0,0,0.36585365853658536,326.42857142857144,0,0,7617542.98210144,17730.236053466797,1886283.9623501427,1947034.2746728314,7617544.174194336,10872.125625610352,1539312.9678872915,1847738.5738227565,2967.0,6.0,0.0,0.0,2771.6842685341003,0.0,410.0,98.0,0,41,15,16810,1470
10.0.0.3,10.0.0.2,00:00:00:00:00:03,ba:b6:87:c7:52:16,51526,80,6,2025-10-20 00:42:32,162597.1794128418,3398773.594939456,258.30706382279885,116.85319553888519,141.45386828391366,19,23,1345,551286,149.0,66.0,70.78947368421052,18.520483531736083,63778.0,66.0,23968.956521739132,24307.51364867905,63778,66,13157.880952380952,21565.00087796845,465049262.86678,0,460,20,1,3965.784863727849,63230.99136352539,0.95367431640625,10962.816851113585,162594.07997131348,63236.95182800293,50.067901611328125,9033.004442850748,15102.300214879851,162554.0256500244,63236.95182800293,0.95367431640625,7388.819347728382,14108.245288914977,0,0,0,0,1,0,0,0,0,0,0,1.2105263157894737,13157.880952380952,42340,85,63227.176666259766,17.881393432617188,16141.027212142944,18578.7740467123,63225.03089904785,6733.179092407227,19460.79730987549,17756.623847539606,0.0,0.0,549760.0,21.0,0.0,3532548.7011659956,70.78947368421052,23968.956521739132,0,19,23,1345,551286
10.0.0.2,10.0.0.3,ba:b6:87:c7:52:16,00:00:00:00:00:03,0,0,1,2025-10-20 00:41:57,45809653.04374695,411.921914841391,1.2442792340201,0.9168373303306001,0.32744190368950005,42,15,17400,1470,590.0,98.0,414.2857142857143,235.7454524849778,98.0,98.0,98.0,0.0,590,98,331.05263157894734,245.65904349518567,60348.36565096953,0,120,8,42,818029.5186383383,7617566.108703613,15.020370483398438,1482030.9984839067,45809653.04374695,7617566.108703613,7133.960723876953,1117308.6108230962,1632678.7397538605,41026406.04972839,7888186.931610107,999007.9402923584,2930457.5749805993,1830790.9528818359,0,0,0,0,0,0,0,0,0,0,0,0.35714285714285715,331.05263157894734,0,0,7617542.98210144,17730.236053466797,1886283.9623501427,1947034.2746728314,7617544.174194336,10872.125625610352,1539312.9678872915,1847738.5738227565,3106.0,6.25,0.0,0.0,2825.6585958041896,0.0,414.2857142857143,98.0,0,42,15,17400,1470
10.0.0.2,10.0.0.3,ba:b6:87:c7:52:16,00:00:00:00:00:03,0,0,1,2025-10-20 00:41:57,45924472.09358215,423.7392203517456,1.2629432055704648,0.936319962750517,0.3266232428199478,43,15,17990,1470,590.0,98.0,418.3720930232558,234.48836171405225,98.0,98.0,98.0,0.0,590,98,335.51724137931035,245.85370203880015,60444.04280618312,0,120,8,43,805692.4928698624,7617566.108703613,15.020370483398438,1471871.4590611025,45924472.09358215,7617566.108703613,7133.960723876953,1093439.8117519561,1620348.9604682452,41026406.04972839,7888186.931610107,999007.9402923584,2930457.5749805993,1830790.9528818359,0,0,0,0,0,0,0,0,0,0,0,0.3488372093023256,335.51724137931035,0,0,7617542.98210144,17730.236053466797,1886283.9623501427,1947034.2746728314,7617544.174194336,10872.125625610352,1539312.9678872915,1847738.5738227565,3245.0,6.5,0.0,0.0,2876.9833955105964,0.0,418.3720930232558,98.0,0,43,15,17990,1470
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,44432,80,6,2025-10-20 00:42:32,3415.822982788086,314711.8587282753,2927.5521742165142,1756.5313045299085,1171.0208696866057,6,4,486,589,148.0,66.0,81.0,30.105370506494907,383.0,66.0,147.25,136.14950422238047,383,66,107.5,94.93076424426383,9011.85,0,80,20,1,379.535886976454,1925.9452819824219,10.967254638671875,650.4214445563051,3415.822982788086,1925.9452819824219,31.948089599609375,683.1645965576172,783.6067368527112,3376.9607543945312,1958.1317901611328,108.95729064941406,1125.653584798177,766.078242561,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,107.5,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,147.25,0,6,4,486,589
10.0.0.1,10.0.0.2,00:00:00:00:00:01,ba:b6:87:c7:52:16,46452,80,6,2025-10-20 00:42:33,4706.144332885742,219500.28025735854,2124.8817062667813,1274.929023760069,849.9526825067126,6,4,489,544,151.0,66.0,81.5,31.218317272609895,338.0,66.0,136.0,116.67047612828192,338,66,103.3,82.11217936457416,6742.409999999999,0,80,20,1,522.9049258761936,3332.853317260742,16.21246337890625,1028.202547469374,4706.144332885742,3332.853317260742,48.160552978515625,941.2288665771484,1256.153018870194,4647.970199584961,3381.013870239258,159.0251922607422,1549.3233998616536,1351.893266863126,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,103.3,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,136.0,0,6,4,489,544
10.0.0.2,10.0.0.3,ba:b6:87:c7:52:16,00:00:00:00:00:03,0,0,1,2025-10-20 00:41:57,46271136.99913025,433.31548131996146,1.2750929375500113,0.950916766986449,0.3241761705635622,44,15,18580,1470,590.0,98.0,422.27272727272725,233.21530859977705,98.0,98.0,98.0,0.0,590,98,339.8305084745763,245.9646627880099,60498.61534041941,0,120,8,44,797778.2241229353,7617566.108703613,15.020370483398438,1460350.6440185786,46271136.99913025,7617566.108703613,7133.960723876953,1076072.9534681453,1605347.1354049356,41026406.04972839,7888186.931610107,999007.9402923584,2930457.5749805993,1830790.9528818359,0,0,0,0,0,0,0,0,0,0,0,0.3409090909090909,339.8305084745763,0,0,7617542.98210144,17730.236053466797,1995365.9057617188,1956393.0792669707,7617544.174194336,10872.125625610352,1490888.2600289804,1829933.6185438905,3384.0,6.75,0.0,0.0,2786.1396855938074,0.0,422.27272727272725,98.0,0,44,15,18580,1470
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,0,0,1,2025-10-20 00:41:54,49214120.14961243,319.4611618008133,1.1175654432670608,0.3454293188280006,0.7721361244390602,17,38,1666,14056,98.0,98.0,98.0,0.0,590.0,98.0,369.89473684210526,244.63332275852798,590,98,285.8545454545455,239.02950888060346,57135.10611570249,0,304,8,17,911372.5953631931,8888339.99633789,15.020370483398438,1590046.5423491243,47673057.079315186,8888360.977172852,979924.201965332,2979566.067457199,1820295.9047368167,49214099.168777466,8888395.071029663,6335.020065307617,1330110.788345337,1770021.4097872884,0,0,0,0,0,0,0,0,0,0,0,2.235294117647059,285.8545454545455,0,0,8888284.921646118,20.9808349609375,2193485.140800476,2011930.0425469137,8888319.01550293,6314.03923034668,1681876.6240720395,1928817.9255669187,0.0,0.0,3193.3333333333335,6.333333333333333,0.0,3365.7185490132256,98.0,369.89473684210526,0,17,38,1666,14056
10.0.0.3,10.0.0.2,00:00:00:00:00:03,ba:b6:87:c7:52:16,51530,80,6,2025-10-20 00:42:33,187412.02354431152,2960156.928612592,240.11266272550674,96.0450650902027,144.06759763530405,18,27,1291,553478,149.0,66.0,71.72222222222223,19.01404614008507,65226.0,66.0,20499.185185185186,18777.55466475677,65226,66,12328.2,17655.18559718677,311705578.4711111,0,540,20,1,4259.364171461625,66369.05670166016,0.0,11704.618945566479,187407.0167541504,66378.11660766602,61.03515625,11023.942162008847,16739.683013681963,187363.862991333,66375.0171661377,0.0,7206.302422743577,14523.573994707114,0,0,0,0,1,0,0,0,0,0,0,1.5,12328.2,42340,85,66363.09623718262,1.9073486328125,23622.546877179826,19841.88513862292,66368.10302734375,10340.92903137207,25288.71808733259,18215.142606518028,0.0,0.0,551688.0,25.0,0.0,2996805.2150677727,71.72222222222223,20499.185185185186,0,18,27,1291,553478
10.0.0.1,10.0.0.2,00:00:00:00:00:01,ba:b6:87:c7:52:16,46464,80,6,2025-10-20 00:42:33,10625.839233398438,97215.8506551786,941.1021360617483,564.661281637049,376.44085442469935,6,4,489,544,151.0,66.0,81.5,31.218317272609895,338.0,66.0,136.0,116.67047612828192,338,66,103.3,82.11217936457416,6742.409999999999,0,80,20,1,1180.6488037109375,4945.993423461914,12.874603271484375,1851.2209579541807,10625.839233398438,4945.993423461914,39.81590270996094,2125.1678466796875,2102.1637125768007,10583.877563476562,5470.991134643555,133.99124145507812,3527.959187825521,2408.2917072856594,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,103.3,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,136.0,0,6,4,489,544
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,0,0,1,2025-10-20 00:41:54,49443644.04678345,329.9109585160355,1.1326026040275863,0.3438257905083744,0.7887768135192119,17,39,1666,14646,98.0,98.0,98.0,0.0,590.0,98.0,375.53846153846155,243.96992733488074,590,98,291.2857142857143,240.28567181925902,57737.20408163265,0,312,8,17,898975.3463051536,8888339.99633789,15.020370483398438,1578156.9052552232,47673057.079315186,8888360.977172852,979924.201965332,2979566.067457199,1820295.9047368167,49443623.06594849,8888395.071029663,6335.020065307617,1301147.9754196971,1755439.0640137382,0,0,0,0,0,0,0,0,0,0,0,2.2941176470588234,291.2857142857143,0,0,8888284.921646118,20.9808349609375,2193485.140800476,2011930.0425469137,8888319.01550293,6314.03923034668,1681876.6240720395,1928817.9255669187,0.0,0.0,3193.3333333333335,6.333333333333333,0.0,3365.7185490132256,98.0,375.53846153846155,0,17,39,1666,14646
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,0,0,1,2025-10-20 00:41:54,49560361.14692688,341.0386770566956,1.150112684429751,0.3430160637772941,0.8070966206524568,17,40,1666,15236,98.0,98.0,98.0,0.0,590.0,98.0,380.9,243.2167551794078,590,98,296.5263157894737,241.3757429972598,58262.24930747922,0,320,8,17,885006.4490522657,8888339.99633789,15.020370483398438,1567429.9804757913,47673057.079315186,8888360.977172852,979924.201965332,2979566.067457199,1820295.9047368167,49560340.16609192,8888395.071029663,6335.020065307617,1270777.952976716,1742871.3781465057,0,0,0,0,0,0,0,0,0,0,0,2.3529411764705883,296.5263157894737,0,0,8888284.921646118,20.9808349609375,2193485.140800476,2011930.0425469137,8888319.01550293,6314.03923034668,1681876.6240720395,1928817.9255669187,0.0,0.0,3193.3333333333335,6.333333333333333,0.0,3365.7185490132256,98.0,380.9,0,17,40,1666,15236
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,0,0,1,2025-10-20 00:41:54,49672316.07437134,352.1478638888167,1.1676524185657082,0.3422429502692593,0.8254094682964489,17,41,1666,15826,98.0,98.0,98.0,0.0,590.0,98.0,386.0,242.38811852068986,590,98,301.58620689655174,242.31605426504018,58717.070154577894,0,328,8,17,871444.1416556375,8888339.99633789,15.020370483398438,1556931.2029982936,47673057.079315186,8888360.977172852,979924.201965332,2979566.067457199,1820295.9047368167,49672295.09353638,8888395.071029663,6335.020065307617,1241807.3773384094,1730431.4781588495,0,0,0,0,0,0,0,0,0,0,0,2.411764705882353,301.58620689655174,0,0,8888284.921646118,20.9808349609375,2193485.140800476,2011930.0425469137,8888319.01550293,6314.03923034668,1681876.6240720395,1928817.9255669187,0.0,0.0,2951.0,5.75,0.0,3572.0531828637486,98.0,386.0,0,17,41,1666,15826
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,0,0,1,2025-10-20 00:41:54,49788169.14558411,363.17864886991447,1.1850204780071316,0.3414465784088345,0.8435738995982971,17,42,1666,16416,98.0,98.0,98.0,0.0,590.0,98.0,390.85714285714283,241.49618664332013,590,98,306.47457627118644,243.12104510710913,59107.842573972994,0,336,8,17,858416.7094066226,8888339.99633789,15.020370483398438,1546581.638779808,47673057.079315186,8888360.977172852,979924.201965332,2979566.067457199,1820295.9047368167,49788148.164749146,8888395.071029663,6335.020065307617,1214345.0771890036,1718000.6518390425,0,0,0,0,0,0,0,0,0,0,0,2.4705882352941178,306.47457627118644,0,0,8888284.921646118,20.9808349609375,2193485.140800476,2011930.0425469137,8888319.01550293,6314.03923034668,1681876.6240720395,1928817.9255669187,0.0,0.0,3090.0,6.0,0.0,3613.617581882616,98.0,390.85714285714283,0,17,42,1666,16416
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,0,0,1,2025-10-20 00:41:54,49907690.04821777,374.13071977405184,1.2022195365490098,0.3406288686888861,0.8615906678601237,17,43,1666,17006,98.0,98.0,98.0,0.0,590.0,98.0,395.48837209302326,240.55134075537885,590,98,311.2,243.8035274560235,59440.159999999996,0,344,8,17,845893.0516647081,8888339.99633789,15.020370483398438,1536382.3330705343,47673057.079315186,8888360.977172852,979924.201965332,2979566.067457199,1820295.9047368167,49907669.06738281,8888395.071029663,6335.020065307617,1188277.834937686,1705611.7234888151,0,0,0,0,0,0,0,0,0,0,0,2.5294117647058822,311.2,0,0,8888284.921646118,20.9808349609375,2193485.140800476,2011930.0425469137,8888319.01550293,6314.03923034668,1681876.6240720395,1928817.9255669187,0.0,0.0,3229.0,6.25,0.0,3648.674109633659,98.0,395.48837209302326,0,17,43,1666,17006
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,44452,80,6,2025-10-20 00:42:34,4475.116729736328,230831.96760788493,2234.5785828449652,1340.7471497069791,893.8314331379861,6,4,489,544,151.0,66.0,81.5,31.218317272609895,338.0,66.0,136.0,116.67047612828192,338,66,103.3,82.11217936457416,6742.409999999999,0,80,20,1,497.23519219292535,2274.036407470703,14.066696166992188,774.8569106253362,4475.116729736328,2274.036407470703,42.91534423828125,895.0233459472656,899.4786612967238,4433.155059814453,2310.037612915039,118.97087097167969,1477.7183532714844,968.8613151940566,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,103.3,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,136.0,0,6,4,489,544
10.0.0.3,10.0.0.2,00:00:00:00:00:03,ba:b6:87:c7:52:16,51540,80,6,2025-10-20 00:42:34,5735.874176025391,180094.6060354144,1743.4134175741956,1046.0480505445173,697.3653670296783,6,4,489,544,151.0,66.0,81.5,31.218317272609895,338.0,66.0,136.0,116.67047612828192,338,66,103.3,82.11217936457416,6742.409999999999,0,80,20,1,637.3193528917101,4588.127136230469,18.835067749023438,1410.7199027702497,5735.874176025391,4588.127136230469,56.98204040527344,1147.1748352050781,1746.8506145545766,5679.130554199219,4637.956619262695,163.07830810546875,1893.0435180664062,1962.7741237610019,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,103.3,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,136.0,0,6,4,489,544
10.0.0.1,10.0.0.2,00:00:00:00:00:01,ba:b6:87:c7:52:16,46476,80,6,2025-10-20 00:42:34,3877.878189086914,265093.422194897,2578.729787888103,1547.237872732862,1031.4919151552413,6,4,492,536,154.0,66.0,82.0,32.331615074619044,330.0,66.0,134.0,113.20777358467925,330,66,102.8,80.01599840031992,6402.5599999999995,0,80,20,1,430.8753543429905,1880.1689147949219,10.013580322265625,654.3053753577658,3877.878189086914,1880.1689147949219,36.00120544433594,775.5756378173828,754.9600711491908,3837.8238677978516,1910.9249114990234,107.04994201660156,1279.274622599284,829.7215320370402,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,102.8,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,134.0,0,6,4,492,536
10.0.0.2,10.0.0.3,ba:b6:87:c7:52:16,00:00:00:00:00:03,0,0,1,2025-10-20 00:41:57,47235972.88131714,436.95511579403865,1.2702183598663914,0.9526637698997936,0.31755458996659786,45,15,19170,1470,590.0,98.0,426.0,231.93102422918759,98.0,98.0,98.0,0.0,590,98,344.0,246.0,60516.0,0,120,8,45,800609.7098528328,7617566.108703613,15.020370483398438,1448082.4693360236,47235972.88131714,7617566.108703613,7133.960723876953,1073544.8382117532,1587086.293605805,41026406.04972839,7888186.931610107,999007.9402923584,2930457.5749805993,1830790.9528818359,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,344.0,0,0,7617542.98210144,17730.236053466797,1995365.9057617188,1956393.0792669707,7617544.174194336,10872.125625610352,1459719.7856221881,1804242.7625490634,3523.0,7.0,0.0,0.0,2419.98736447276,0.0,426.0,98.0,0,45,15,19170,1470
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,0,0,1,2025-10-20 00:41:54,50247687.101364136,383.3410274415809,1.2139862254146212,0.33832403003358297,0.8756621953810383,17,44,1666,17596,98.0,98.0,98.0,0.0,590.0,98.0,399.90909090909093,239.56246273930108,590,98,315.7704918032787,244.3749063774169,59719.09486697127,0,352,8,17,837461.4516894022,8888339.99633789,15.020370483398438,1524901.280834995,47673057.079315186,8888360.977172852,979924.201965332,2979566.067457199,1820295.9047368167,50247666.120529175,8888395.071029663,6335.020065307617,1168550.3748960274,1690503.7271457922,0,0,0,0,0,0,0,0,0,0,0,2.588235294117647,315.7704918032787,0,0,8888284.921646118,20.9808349609375,2156723.3289991105,1970313.6185094821,8888319.01550293,6314.03923034668,1629683.7500163487,1913379.1964455883,0.0,0.0,3368.0,6.5,0.0,3472.242723415656,98.0,399.90909090909093,0,17,44,1666,17596
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,44462,80,6,2025-10-20 00:42:34,14285.802841186523,73149.54655451527,699.9956608087585,419.9973964852551,279.9982643235034,6,4,476,569,138.0,66.0,79.33333333333333,26.398653164297777,363.0,66.0,142.25,127.49191150814235,363,66,104.5,88.71217503815359,7869.85,0,80,20,1,1587.3114267985027,9491.920471191406,15.020370483398438,2991.7174009733853,14285.802841186523,9491.920471191406,43.8690185546875,2857.1605682373047,3566.990688136409,14235.01968383789,9532.928466796875,146.1505889892578,4745.006561279297,3834.467296957516,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,104.5,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.33333333333333,142.25,0,6,4,476,569
10.0.0.3,10.0.0.2,00:00:00:00:00:03,ba:b6:87:c7:52:16,51554,80,6,2025-10-20 00:42:34,4009.9620819091797,256361.52636898746,2493.789167013497,1496.273500208098,997.5156668053986,6,4,492,536,154.0,66.0,82.0,32.331615074619044,330.0,66.0,134.0,113.20777358467925,330,66,102.8,80.01599840031992,6402.5599999999995,0,80,20,1,445.5513424343533,3643.035888671875,10.967254638671875,1131.0528910108521,4009.9620819091797,3643.035888671875,29.802322387695312,801.9924163818359,1421.77637900639,3973.0072021484375,3674.030303955078,108.00361633300781,1324.3357340494792,1661.830199956727,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,102.8,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,134.0,0,6,4,492,536
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,0,0,1,2025-10-20 00:41:54,50628626.108169556,382.39236353435285,1.2246036435500969,0.35553009006293135,0.8690735534871655,18,44,1764,17596,98.0,98.0,98.0,0.0,590.0,98.0,393.2,241.02979068986477,590,98,308.85714285714283,243.47685637825361,59280.97959183674,0,360,8,18,829977.4771831075,8888339.99633789,15.020370483398438,1513461.0812820226,50628626.108169556,8888360.977172852,979924.201965332,2978154.47695115,1765955.4467215866,50247666.120529175,8888395.071029663,6335.020065307617,1168550.3748960274,1690503.7271457922,0,0,0,0,0,0,0,0,0,0,0,2.5,308.85714285714283,0,0,8888284.921646118,20.9808349609375,2156723.3289991105,1970313.6185094821,8888319.01550293,6314.03923034668,1574899.5501419595,1902318.1967628212,0.0,0.0,3368.0,6.5,0.0,3472.242723415656,98.0,393.2,0,18,44,1764,17596
10.0.0.4,10.0.0.2,00:00:00:00:00:04,ba:b6:87:c7:52:16,0,0,1,2025-10-20 00:41:54,50628648.04267883,384.3278608505867,1.2443547761119829,0.3555299360319951,0.8888248400799877,18,45,1764,17694,98.0,98.0,98.0,0.0,590.0,98.0,393.2,241.02979068986477,590,98,308.85714285714283,243.47685637825361,59280.97959183674,0,360,8,18,816591.0974625618,8888339.99633789,15.020370483398438,1504842.4374742098,50628626.108169556,8888360.977172852,979924.201965332,2978154.47695115,1765955.4467215866,50628627.06184387,8888395.071029663,6335.020065307617,1150650.6150419062,1675299.987169179,0,0,0,0,0,0,0,0,0,0,0,2.5,308.85714285714283,0,0,8888284.921646118,20.9808349609375,2156723.3289991105,1970313.6185094821,8888319.01550293,6314.03923034668,1574899.5501419595,1902318.1967628212,0.0,0.0,3368.0,6.5,0.0,3472.242723415656,98.0,393.2,0,18,45,1764,17694
10.0.0.1,10.0.0.2,00:00:00:00:00:01,ba:b6:87:c7:52:16,0,0,1,2025-10-20 00:41:51,53280585.050582886,284.04342755681574,0.9196595711830297,0.26275987748086566,0.6568996937021641,14,35,1372,13762,98.0,98.0,98.0,0.0,590.0,98.0,393.2,241.02979068986474,590,98,308.85714285714283,243.4768563782536,59280.97959183672,0,280,8,14,1109908.8937044144,8407191.99180603,-2479.076385498047,2023699.0448706176,53278082.847595215,15314397.096633911,994542.8371429443,4098314.0651996317,3691459.081428962,53280585.050582886,8407191.99180603,13976.097106933594,1567076.0308994967,2250593.683195127,0,0,0,0,0,0,0,0,0,0,0,2.5,308.85714285714283,0,0,8292882.204055786,2479.076385498047,2786815.7704671226,2304329.925282832,8407168.865203857,13976.097106933594,2239851.3447154653,2481761.60212481,0.0,0.0,2965.3333333333335,5.333333333333333,0.0,4288.388722589243,98.0,393.2,0,14,35,1372,13762
